date,symbol,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,optionid,am_settlement,contract_size,expiry_indicator,ticker,exercise_style,close,price,IV,time_to_maturity,moneyness
2023-02-28,SPXW 230301C4030000,2023-03-01,2023-02-28,C,4030000,1.15,1.2,4187,559,152346183,0,100,w,SPX,E,3970150.0,1.1749999999999998,8.24284727964411,1,1.015074997166354
2023-02-28,SPXW 230301C4035000,2023-03-01,2023-02-28,C,4035000,0.8,0.85,5706,432,152401002,0,100,w,SPX,E,3970150.0,0.825,8.672743445527415,1,1.0163343954258655
2023-02-28,SPXW 230301C4040000,2023-03-01,2023-02-28,C,4040000,0.55,0.6,5285,797,152346184,0,100,w,SPX,E,3970150.0,0.575,9.082019136553733,1,1.0175937936853772
2023-02-28,SPXW 230301C4045000,2023-03-01,2023-02-28,C,4045000,0.35,0.45,6003,289,152401003,0,100,w,SPX,E,3970150.0,0.4,9.47528072185876,1,1.0188531919448887
2023-02-28,SPXW 230301C4050000,2023-03-01,2023-02-28,C,4050000,0.25,0.3,11951,2476,152346185,0,100,w,SPX,E,3970150.0,0.275,9.848300502411636,1,1.0201125902044004
2023-02-28,SPXW 230301C4055000,2023-03-01,2023-02-28,C,4055000,0.15,0.25,7524,280,152401004,0,100,w,SPX,E,3970150.0,0.2,10.240305954977961,1,1.0213719884639119
2023-02-28,SPXW 230301C4060000,2023-03-01,2023-02-28,C,4060000,0.1,0.2,11980,613,152346186,0,100,w,SPX,E,3970150.0,0.15000000000000002,10.638051893916343,1,1.0226313867234236
2023-02-28,SPXW 230301C4065000,2023-03-01,2023-02-28,C,4065000,0.1,0.15,13741,409,152401005,0,100,w,SPX,E,3970150.0,0.125,11.085315652830921,1,1.023890784982935
2023-02-28,SPXW 230301C4070000,2023-03-01,2023-02-28,C,4070000,0.1,0.15,3841,404,152346187,0,100,w,SPX,E,3970150.0,0.125,11.632110222991788,1,1.0251501832424468
2023-02-28,SPXW 230301C4075000,2023-03-01,2023-02-28,C,4075000,0.05,0.1,3855,825,152346188,0,100,w,SPX,E,3970150.0,0.07500000000000001,11.867889365557561,1,1.0264095815019583
2023-02-28,SPXW 230301C4080000,2023-03-01,2023-02-28,C,4080000,0.05,0.1,2074,1782,152346189,0,100,w,SPX,E,3970150.0,0.07500000000000001,12.398341020045848,1,1.02766897976147
2023-02-28,SPXW 230301P3625000,2023-03-01,2023-02-28,P,3625000,0.05,0.1,1215,2,152903509,0,100,w,SPX,E,3970150.0,0.07500000000000001,39.21171564266371,1,0.9130637381459139
2023-02-28,SPXW 230301P3650000,2023-03-01,2023-02-28,P,3650000,0.05,0.1,1504,4276,152346226,0,100,w,SPX,E,3970150.0,0.07500000000000001,36.3714752128866,1,0.9193607294434719
2023-02-28,SPXW 230301P3700000,2023-03-01,2023-02-28,P,3700000,0.05,0.1,1517,2767,152346227,0,100,w,SPX,E,3970150.0,0.07500000000000001,30.722178437207976,1,0.9319547120385879
2023-02-28,SPXW 230301P3710000,2023-03-01,2023-02-28,P,3710000,0.05,0.1,39,44,152903510,0,100,w,SPX,E,3970150.0,0.07500000000000001,29.59673700509188,1,0.9344735085576111
2023-02-28,SPXW 230301P3720000,2023-03-01,2023-02-28,P,3720000,0.05,0.1,5,230,152821942,0,100,w,SPX,E,3970150.0,0.07500000000000001,28.472588871439996,1,0.9369923050766343
2023-02-28,SPXW 230301P3725000,2023-03-01,2023-02-28,P,3725000,0.05,0.1,20,1006,152762960,0,100,w,SPX,E,3970150.0,0.07500000000000001,27.9109727978744,1,0.9382517033361459
2023-02-28,SPXW 230301P3730000,2023-03-01,2023-02-27,P,3730000,0.05,0.1,0,378,152821943,0,100,w,SPX,E,3970150.0,0.07500000000000001,27.34964688979976,1,0.9395111015956576
2023-02-28,SPXW 230301P3740000,2023-03-01,2023-02-28,P,3740000,0.05,0.1,258,1151,152821944,0,100,w,SPX,E,3970150.0,0.07500000000000001,26.227817530127233,1,0.9420298981146809
2023-02-28,SPXW 230301P3750000,2023-03-01,2023-02-28,P,3750000,0.05,0.1,320,5461,152346228,0,100,w,SPX,E,3970150.0,0.07500000000000001,25.10699998319092,1,0.9445486946337041
2023-02-28,SPXW 230301P3760000,2023-03-01,2023-02-28,P,3760000,0.05,0.1,15,5275,152821945,0,100,w,SPX,E,3970150.0,0.07500000000000001,23.987085095805696,1,0.9470674911527273
2023-02-28,SPXW 230301P3770000,2023-03-01,2023-02-28,P,3770000,0.05,0.1,130,765,152821946,0,100,w,SPX,E,3970150.0,0.07500000000000001,22.867954095269802,1,0.9495862876717505
2023-02-28,SPXW 230301P3775000,2023-03-01,2023-02-28,P,3775000,0.05,0.1,328,1141,152546544,0,100,w,SPX,E,3970150.0,0.07500000000000001,22.308642433109846,1,0.9508456859312621
2023-02-28,SPXW 230301P3780000,2023-03-01,2023-02-28,P,3780000,0.05,0.1,556,696,152821947,0,100,w,SPX,E,3970150.0,0.07500000000000001,21.749477048526757,1,0.9521050841907737
2023-02-28,SPXW 230301P3785000,2023-03-01,2023-02-28,P,3785000,0.05,0.1,92,277,152903511,0,100,w,SPX,E,3970150.0,0.07500000000000001,21.19043964823791,1,0.9533644824502853
2023-02-28,SPXW 230301P3790000,2023-03-01,2023-02-28,P,3790000,0.05,0.1,145,1650,152821948,0,100,w,SPX,E,3970150.0,0.07500000000000001,20.631510983865383,1,0.9546238807097969
2023-02-28,SPXW 230301P3795000,2023-03-01,2023-02-28,P,3795000,0.05,0.1,65,802,152859257,0,100,w,SPX,E,3970150.0,0.07500000000000001,20.072670767652497,1,0.9558832789693085
2023-02-28,SPXW 230301P3800000,2023-03-01,2023-02-28,P,3800000,0.05,0.1,5898,1745,152346229,0,100,w,SPX,E,3970150.0,0.07500000000000001,19.513897578188516,1,0.9571426772288201
2023-02-28,SPXW 230301P3805000,2023-03-01,2023-02-28,P,3805000,0.05,0.15,698,1772,152821949,0,100,w,SPX,E,3970150.0,0.1,19.21832288263704,1,0.9584020754883317
2023-02-28,SPXW 230301P3810000,2023-03-01,2023-02-28,P,3810000,0.05,0.15,1108,556,152762961,0,100,w,SPX,E,3970150.0,0.1,18.652523548824426,1,0.9596614737478433
2023-02-28,SPXW 230301P3815000,2023-03-01,2023-02-28,P,3815000,0.05,0.15,2450,271,152821950,0,100,w,SPX,E,3970150.0,0.1,18.086702332020124,1,0.9609208720073549
2023-02-28,SPXW 230301P3820000,2023-03-01,2023-02-28,P,3820000,0.1,0.15,326,376,152762962,0,100,w,SPX,E,3970150.0,0.125,17.71494852241763,1,0.9621802702668665
2023-02-28,SPXW 230301P3825000,2023-03-01,2023-02-28,P,3825000,0.1,0.15,1609,2155,152401027,0,100,w,SPX,E,3970150.0,0.125,17.143279975474673,1,0.9634396685263781
2023-02-28,SPXW 230301P3830000,2023-03-01,2023-02-28,P,3830000,0.1,0.15,222,297,152762963,0,100,w,SPX,E,3970150.0,0.125,16.57148294744469,1,0.9646990667858897
2023-02-28,SPXW 230301P3835000,2023-03-01,2023-02-28,P,3835000,0.05,0.15,413,699,152821951,0,100,w,SPX,E,3970150.0,0.1,15.822606348229403,1,0.9659584650454013
2023-02-28,SPXW 230301P3840000,2023-03-01,2023-02-28,P,3840000,0.05,0.15,699,612,152546545,0,100,w,SPX,E,3970150.0,0.1,15.256212627620824,1,0.9672178633049129
2023-02-28,SPXW 230301P3845000,2023-03-01,2023-02-28,P,3845000,0.05,0.15,325,2599,152821952,0,100,w,SPX,E,3970150.0,0.1,14.689595246667924,1,0.9684772615644245
2023-02-28,SPXW 230301P3850000,2023-03-01,2023-02-28,P,3850000,0.1,0.15,3694,1324,152346230,0,100,w,SPX,E,3970150.0,0.125,14.282258785887342,1,0.9697366598239361
2023-02-28,SPXW 230301P3855000,2023-03-01,2023-02-28,P,3855000,0.1,0.15,859,289,152821953,0,100,w,SPX,E,3970150.0,0.125,13.709228668897566,1,0.9709960580834477
2023-02-28,SPXW 230301P3860000,2023-03-01,2023-02-28,P,3860000,0.1,0.15,2652,591,152546546,0,100,w,SPX,E,3970150.0,0.125,13.135809643924807,1,0.9722554563429593
2023-02-28,SPXW 230301P3865000,2023-03-01,2023-02-28,P,3865000,0.1,0.2,9454,493,152821954,0,100,w,SPX,E,3970150.0,0.15000000000000002,12.681305551149835,1,0.9735148546024709
2023-02-28,SPXW 230301P3870000,2023-03-01,2023-02-28,P,3870000,0.15,0.2,1938,516,152479553,0,100,w,SPX,E,3970150.0,0.175,12.201068891184812,1,0.9747742528619825
2023-02-28,SPXW 230301P3875000,2023-03-01,2023-02-28,P,3875000,0.15,0.2,5967,2690,152346231,0,100,w,SPX,E,3970150.0,0.175,11.616831068102936,1,0.9760336511214941
2023-02-28,SPXW 230301P3880000,2023-03-01,2023-02-28,P,3880000,0.2,0.25,1788,610,152401028,0,100,w,SPX,E,3970150.0,0.225,11.183842254020421,1,0.9772930493810058
2023-02-28,SPXW 230301P3885000,2023-03-01,2023-02-28,P,3885000,0.2,0.3,8188,452,152800345,0,100,w,SPX,E,3970150.0,0.25,10.653099301966646,1,0.9785524476405174
2023-02-28,SPXW 230301P3890000,2023-03-01,2023-02-28,P,3890000,0.25,0.35,5896,259,152401029,0,100,w,SPX,E,3970150.0,0.3,10.160589313638706,1,0.979811845900029
2023-02-28,SPXW 230301P3895000,2023-03-01,2023-02-28,P,3895000,0.35,0.4,3533,556,152762964,0,100,w,SPX,E,3970150.0,0.375,9.681865440754844,1,0.9810712441595406
2023-02-28,SPXW 230301P3900000,2023-03-01,2023-02-28,P,3900000,0.45,0.5,12882,3757,152346232,0,100,w,SPX,E,3970150.0,0.475,9.199350735997479,1,0.9823306424190522
2023-02-28,SPXW 230301P3905000,2023-03-01,2023-02-28,P,3905000,0.55,0.65,2735,561,152762965,0,100,w,SPX,E,3970150.0,0.6000000000000001,8.702965747914984,1,0.9835900406785638
2023-02-28,SPXW 230301P3910000,2023-03-01,2023-02-28,P,3910000,0.7,0.8,7346,1566,152346233,0,100,w,SPX,E,3970150.0,0.75,8.18776065303624,1,0.9848494389380754
2023-02-28,SPXW 230301P3915000,2023-03-01,2023-02-28,P,3915000,0.95,1.0,5778,453,152762966,0,100,w,SPX,E,3970150.0,0.975,7.678777229450237,1,0.986108837197587
2023-02-28,SPXW 230301P3920000,2023-03-01,2023-02-28,P,3920000,1.25,1.3,3771,445,152346234,0,100,w,SPX,E,3970150.0,1.275,7.1561871925861,1,0.9873682354570986
2023-02-28,SPXW 230301P3925000,2023-03-01,2023-02-28,P,3925000,1.55,1.65,4827,635,152346235,0,100,w,SPX,E,3970150.0,1.6,6.595187901696235,1,0.9886276337166102
2023-02-28,SPXW 230301P3930000,2023-03-01,2023-02-28,P,3930000,2.05,2.1,2760,735,152346236,0,100,w,SPX,E,3970150.0,2.075,6.030586983234611,1,0.9898870319761218
2023-02-28,SPXW 230301P3935000,2023-03-01,2023-02-28,P,3935000,2.6,2.7,2665,567,152546547,0,100,w,SPX,E,3970150.0,2.6500000000000004,5.4367547839304455,1,0.9911464302356334
2023-02-28,SPXW 230301P3940000,2023-03-01,2023-02-28,P,3940000,3.2,3.4,3413,832,152346237,0,100,w,SPX,E,3970150.0,3.3,4.807993523874946,1,0.992405828495145
2023-02-28,SPXW 230301P3945000,2023-03-01,2023-02-28,P,3945000,4.1,4.3,2191,577,152546548,0,100,w,SPX,E,3970150.0,4.199999999999999,4.160739264808579,1,0.9936652267546566
2023-02-28,SPXW 230301P3950000,2023-03-01,2023-02-28,P,3950000,5.1,5.3,6535,2747,152346238,0,100,w,SPX,E,3970150.0,5.199999999999999,3.471456319977721,1,0.9949246250141682
2023-02-28,SPXW 230301P3955000,2023-03-01,2023-02-28,P,3955000,6.2,6.5,2074,296,152401030,0,100,w,SPX,E,3970150.0,6.35,2.7409615599790533,1,0.9961840232736798
2023-02-28,SPXW 230301P3960000,2023-03-01,2023-02-28,P,3960000,7.6,7.9,3002,829,152346239,0,100,w,SPX,E,3970150.0,7.75,1.9638721494872133,1,0.9974434215331914
2023-02-28,SPXW 230301P3965000,2023-03-01,2023-02-28,P,3965000,9.2,9.6,1911,488,152401031,0,100,w,SPX,E,3970150.0,9.399999999999999,1.1177558092705404,1,0.998702819792703
2023-02-28,SPXW 230301P3970000,2023-03-01,2023-02-28,P,3970000,11.0,11.4,4401,694,152346240,0,100,w,SPX,E,3970150.0,11.2,0.10151087524368202,1,0.9999622180522146
2023-02-28,SPXW 230302C3975000,2023-03-02,2023-02-28,C,3975000,23.8,24.1,1064,352,152354793,0,100,,SPX,E,3970150.0,23.950000000000003,0.8129821007249703,2,1.0012216163117262
2023-02-28,SPXW 230302C3980000,2023-03-02,2023-02-28,C,3980000,21.1,21.4,498,161,152354794,0,100,,SPX,E,3970150.0,21.25,1.4865486122786298,2,1.002481014571238
2023-02-28,SPXW 230302C3985000,2023-03-02,2023-02-28,C,3985000,18.6,18.9,442,180,152546553,0,100,,SPX,E,3970150.0,18.75,2.1020921146656146,2,1.0037404128307494
2023-02-28,SPXW 230302C3990000,2023-03-02,2023-02-28,C,3990000,16.3,16.8,400,126,152354795,0,100,,SPX,E,3970150.0,16.55,2.680859123145284,2,1.0049998110902612
2023-02-28,SPXW 230302C3995000,2023-03-02,2023-02-28,C,3995000,14.2,14.6,418,139,152546554,0,100,,SPX,E,3970150.0,14.399999999999999,3.226699626430457,2,1.0062592093497726
2023-02-28,SPXW 230302C4000000,2023-03-02,2023-02-28,C,4000000,12.2,12.6,1435,945,152354796,0,100,,SPX,E,3970150.0,12.399999999999999,3.7447283258074284,2,1.0075186076092844
2023-02-28,SPXW 230302C4005000,2023-03-02,2023-02-28,C,4005000,10.5,10.8,572,131,152546555,0,100,,SPX,E,3970150.0,10.65,4.240745436211575,2,1.0087780058687958
2023-02-28,SPXW 230302C4010000,2023-03-02,2023-02-28,C,4010000,8.9,9.2,664,238,152354797,0,100,,SPX,E,3970150.0,9.05,4.71361915529621,2,1.0100374041283076
2023-02-28,SPXW 230302C4015000,2023-03-02,2023-02-28,C,4015000,7.4,7.7,529,171,152546556,0,100,,SPX,E,3970150.0,7.550000000000001,5.161036363438141,2,1.011296802387819
2023-02-28,SPXW 230302C4020000,2023-03-02,2023-02-28,C,4020000,6.2,6.4,889,420,152354798,0,100,,SPX,E,3970150.0,6.300000000000001,5.592604401578349,2,1.0125562006473308
2023-02-28,SPXW 230302C4025000,2023-03-02,2023-02-28,C,4025000,5.1,5.3,919,993,152354799,0,100,,SPX,E,3970150.0,5.199999999999999,6.0042920116387535,2,1.0138155989068423
2023-02-28,SPXW 230302C4030000,2023-03-02,2023-02-28,C,4030000,4.2,4.4,727,839,152354800,0,100,,SPX,E,3970150.0,4.300000000000001,6.403404066578398,2,1.015074997166354
2023-02-28,SPXW 230302C4035000,2023-03-02,2023-02-28,C,4035000,3.4,3.6,540,273,152546557,0,100,,SPX,E,3970150.0,3.5,6.781877745880377,2,1.0163343954258655
2023-02-28,SPXW 230302C4040000,2023-03-02,2023-02-28,C,4040000,2.7,2.8,1054,417,152354801,0,100,,SPX,E,3970150.0,2.75,7.129890848651691,2,1.0175937936853772
2023-02-28,SPXW 230302C4045000,2023-03-02,2023-02-28,C,4045000,2.15,2.25,338,276,152546558,0,100,,SPX,E,3970150.0,2.2,7.4762078940577705,2,1.0188531919448887
2023-02-28,SPXW 230302C4050000,2023-03-02,2023-02-28,C,4050000,1.7,1.8,1354,1273,152354802,0,100,,SPX,E,3970150.0,1.75,7.809175321098959,2,1.0201125902044004
2023-02-28,SPXW 230302C4055000,2023-03-02,2023-02-28,C,4055000,1.35,1.4,522,451,152546559,0,100,,SPX,E,3970150.0,1.375,8.125849233383024,2,1.0213719884639119
2023-02-28,SPXW 230302C4060000,2023-03-02,2023-02-28,C,4060000,1.05,1.15,648,389,152354803,0,100,,SPX,E,3970150.0,1.1,8.443347159143395,2,1.0226313867234236
2023-02-28,SPXW 230302C4065000,2023-03-02,2023-02-28,C,4065000,0.8,0.9,514,159,152443752,0,100,,SPX,E,3970150.0,0.8500000000000001,8.733500532039693,2,1.023890784982935
2023-02-28,SPXW 230302C4070000,2023-03-02,2023-02-28,C,4070000,0.65,0.7,761,514,152354804,0,100,,SPX,E,3970150.0,0.675,9.030726288050765,2,1.0251501832424468
2023-02-28,SPXW 230302C4075000,2023-03-02,2023-02-28,C,4075000,0.5,0.6,539,1731,152354805,0,100,,SPX,E,3970150.0,0.55,9.334802267860612,2,1.0264095815019583
2023-02-28,SPXW 230302C4080000,2023-03-02,2023-02-28,C,4080000,0.4,0.45,650,443,152354806,0,100,,SPX,E,3970150.0,0.42500000000000004,9.602676888691274,2,1.02766897976147
2023-02-28,SPXW 230302C4085000,2023-03-02,2023-02-28,C,4085000,0.3,0.35,606,148,152443753,0,100,,SPX,E,3970150.0,0.32499999999999996,9.858278575042426,2,1.0289283780209815
2023-02-28,SPXW 230302C4090000,2023-03-02,2023-02-28,C,4090000,0.2,0.3,286,161,152354807,0,100,,SPX,E,3970150.0,0.25,10.110998396772427,2,1.0301877762804932
2023-02-28,SPXW 230302C4095000,2023-03-02,2023-02-28,C,4095000,0.15,0.25,94,150,152443754,0,100,,SPX,E,3970150.0,0.2,10.379387621852015,2,1.031447174540005
2023-02-28,SPXW 230302C4100000,2023-03-02,2023-02-28,C,4100000,0.15,0.2,292,953,152354808,0,100,,SPX,E,3970150.0,0.175,10.69178397388904,2,1.0327065727995164
2023-02-28,SPXW 230302C4105000,2023-03-02,2023-02-28,C,4105000,0.1,0.2,80,188,152443755,0,100,,SPX,E,3970150.0,0.15000000000000002,10.987982706516338,2,1.033965971059028
2023-02-28,SPXW 230302C4110000,2023-03-02,2023-02-28,C,4110000,0.1,0.15,86,319,152443756,0,100,,SPX,E,3970150.0,0.125,11.263542987318852,2,1.0352253693185396
2023-02-28,SPXW 230302C4115000,2023-03-02,2023-02-28,C,4115000,0.05,0.15,201,289,152443757,0,100,,SPX,E,3970150.0,0.1,11.51124907428997,2,1.0364847675780513
2023-02-28,SPXW 230302C4120000,2023-03-02,2023-02-28,C,4120000,0.05,0.1,294,135,152443758,0,100,,SPX,E,3970150.0,0.07500000000000001,11.718065385998887,2,1.0377441658375628
2023-02-28,SPXW 230302C4125000,2023-03-02,2023-02-28,C,4125000,0.05,0.1,97,437,152354809,0,100,,SPX,E,3970150.0,0.07500000000000001,12.083290557101325,2,1.0390035640970745
2023-02-28,SPXW 230302C4135000,2023-03-02,2023-02-28,C,4135000,0.05,0.1,65,1296,152443760,0,100,,SPX,E,3970150.0,0.07500000000000001,12.81086778737637,2,1.0415223606160977
2023-02-28,SPXW 230302P3450000,2023-03-02,2023-02-28,P,3450000,0.05,0.1,8,343,152354836,0,100,,SPX,E,3970150.0,0.07500000000000001,42.05199066527207,2,0.8689847990630077
2023-02-28,SPXW 230302P3475000,2023-03-02,2023-02-27,P,3475000,0.05,0.1,0,81,152880979,0,100,,SPX,E,3970150.0,0.07500000000000001,39.97566779731805,2,0.8752817903605657
2023-02-28,SPXW 230302P3500000,2023-03-02,2023-02-28,P,3500000,0.05,0.1,2,421,152354837,0,100,,SPX,E,3970150.0,0.07500000000000001,37.910393665715205,2,0.8815787816581238
2023-02-28,SPXW 230302P3525000,2023-03-02,2023-02-27,P,3525000,0.05,0.1,0,144,152821973,0,100,,SPX,E,3970150.0,0.07500000000000001,35.855766229761194,2,0.8878757729556818
2023-02-28,SPXW 230302P3550000,2023-03-02,2023-02-28,P,3550000,0.05,0.1,34,6172,152354838,0,100,,SPX,E,3970150.0,0.07500000000000001,33.811363193297524,2,0.8941727642532398
2023-02-28,SPXW 230302P3575000,2023-03-02,2023-02-28,P,3575000,0.05,0.1,226,130,152821974,0,100,,SPX,E,3970150.0,0.07500000000000001,31.776737225808326,2,0.9004697555507978
2023-02-28,SPXW 230302P3600000,2023-03-02,2023-02-28,P,3600000,0.05,0.15,1561,2007,152354839,0,100,,SPX,E,3970150.0,0.1,30.13795317054387,2,0.9067667468483559
2023-02-28,SPXW 230302P3625000,2023-03-02,2023-02-27,P,3625000,0.1,0.15,0,164,152762973,0,100,,SPX,E,3970150.0,0.125,28.387481792819035,2,0.9130637381459139
2023-02-28,SPXW 230302P3650000,2023-03-02,2023-02-28,P,3650000,0.1,0.15,46,1758,152354840,0,100,,SPX,E,3970150.0,0.125,26.335610994186894,2,0.9193607294434719
2023-02-28,SPXW 230302P3675000,2023-03-02,2023-02-27,P,3675000,0.1,0.15,0,195,152762974,0,100,,SPX,E,3970150.0,0.125,24.291252985670383,2,0.9256577207410299
2023-02-28,SPXW 230302P3690000,2023-03-02,2023-02-24,P,3690000,0.1,0.2,0,80,152880980,0,100,,SPX,E,3970150.0,0.15000000000000002,23.26918943850716,2,0.9294359155195647
2023-02-28,SPXW 230302P3700000,2023-03-02,2023-02-28,P,3700000,0.1,0.15,603,1994,152354841,0,100,,SPX,E,3970150.0,0.125,22.25366240969286,2,0.9319547120385879
2023-02-28,SPXW 230302P3710000,2023-03-02,2023-02-28,P,3710000,0.1,0.2,92,33,152880981,0,100,,SPX,E,3970150.0,0.15000000000000002,21.628553774803503,2,0.9344735085576111
2023-02-28,SPXW 230302P3720000,2023-03-02,2023-02-28,P,3720000,0.1,0.2,7,90,152880982,0,100,,SPX,E,3970150.0,0.15000000000000002,20.809579697348024,2,0.9369923050766343
2023-02-28,SPXW 230302P3725000,2023-03-02,2023-02-28,P,3725000,0.1,0.2,25,231,152354842,0,100,,SPX,E,3970150.0,0.15000000000000002,20.400400231647435,2,0.9382517033361459
2023-02-28,SPXW 230302P3730000,2023-03-02,2023-02-28,P,3730000,0.1,0.2,1,55,152821975,0,100,,SPX,E,3970150.0,0.15000000000000002,19.991414236479454,2,0.9395111015956576
2023-02-28,SPXW 230302P3740000,2023-03-02,2023-02-27,P,3740000,0.1,0.2,0,596,152821976,0,100,,SPX,E,3970150.0,0.15000000000000002,19.17398595027448,2,0.9420298981146809
2023-02-28,SPXW 230302P3750000,2023-03-02,2023-02-28,P,3750000,0.1,0.2,75,255,152354843,0,100,,SPX,E,3970150.0,0.15000000000000002,18.35721776437112,2,0.9445486946337041
2023-02-28,SPXW 230302P3760000,2023-03-02,2023-02-28,P,3760000,0.1,0.2,117,387,152821977,0,100,,SPX,E,3970150.0,0.15000000000000002,17.54102614754306,2,0.9470674911527273
2023-02-28,SPXW 230302P3770000,2023-03-02,2023-02-28,P,3770000,0.15,0.2,10,137,152821978,0,100,,SPX,E,3970150.0,0.175,16.85403837801837,2,0.9495862876717505
2023-02-28,SPXW 230302P3775000,2023-03-02,2023-02-28,P,3775000,0.15,0.2,7,2064,152354844,0,100,,SPX,E,3970150.0,0.175,16.44347615465764,2,0.9508456859312621
2023-02-28,SPXW 230302P3780000,2023-03-02,2023-02-28,P,3780000,0.15,0.2,46,91,152821979,0,100,,SPX,E,3970150.0,0.175,16.032992193208393,2,0.9521050841907737
2023-02-28,SPXW 230302P3785000,2023-03-02,2023-02-28,P,3785000,0.15,0.2,102,55,152880983,0,100,,SPX,E,3970150.0,0.175,15.622572182806852,2,0.9533644824502853
2023-02-28,SPXW 230302P3790000,2023-03-02,2023-02-28,P,3790000,0.15,0.25,428,79,152821980,0,100,,SPX,E,3970150.0,0.2,15.315806351929432,2,0.9546238807097969
2023-02-28,SPXW 230302P3795000,2023-03-02,2023-02-28,P,3795000,0.15,0.25,52,50,152880984,0,100,,SPX,E,3970150.0,0.2,14.902925754036946,2,0.9558832789693085
2023-02-28,SPXW 230302P3800000,2023-03-02,2023-02-28,P,3800000,0.2,0.25,802,1279,152354845,0,100,,SPX,E,3970150.0,0.225,14.578501610910791,2,0.9571426772288201
2023-02-28,SPXW 230302P3805000,2023-03-02,2023-02-28,P,3805000,0.15,0.25,92,201,152821981,0,100,,SPX,E,3970150.0,0.2,14.077178396575437,2,0.9584020754883317
2023-02-28,SPXW 230302P3810000,2023-03-02,2023-02-28,P,3810000,0.2,0.25,12,121,152821982,0,100,,SPX,E,3970150.0,0.225,13.748136234562772,2,0.9596614737478433
2023-02-28,SPXW 230302P3815000,2023-03-02,2023-02-28,P,3815000,0.2,0.3,232,133,152821983,0,100,,SPX,E,3970150.0,0.25,13.407017922532505,2,0.9609208720073549
2023-02-28,SPXW 230302P3820000,2023-03-02,2023-02-28,P,3820000,0.2,0.3,13,115,152821984,0,100,,SPX,E,3970150.0,0.25,12.989597371362574,2,0.9621802702668665
2023-02-28,SPXW 230302P3825000,2023-03-02,2023-02-28,P,3825000,0.25,0.3,229,699,152354846,0,100,,SPX,E,3970150.0,0.275,12.636268999856803,2,0.9634396685263781
2023-02-28,SPXW 230302P3830000,2023-03-02,2023-02-28,P,3830000,0.25,0.35,44,273,152762975,0,100,,SPX,E,3970150.0,0.3,12.274293401538646,2,0.9646990667858897
2023-02-28,SPXW 230302P3835000,2023-03-02,2023-02-28,P,3835000,0.3,0.35,31,199,152821985,0,100,,SPX,E,3970150.0,0.32499999999999996,11.90474378037921,2,0.9659584650454013
2023-02-28,SPXW 230302P3840000,2023-03-02,2023-02-28,P,3840000,0.35,0.4,127,237,152762976,0,100,,SPX,E,3970150.0,0.375,11.57281593327934,2,0.9672178633049129
2023-02-28,SPXW 230302P3845000,2023-03-02,2023-02-28,P,3845000,0.35,0.45,66,153,152821986,0,100,,SPX,E,3970150.0,0.4,11.186641217161327,2,0.9684772615644245
